items,iLB1027_lipid,iMK_draft17,iTps1432,Lavoie2020
LPCAT_OLE_DPA_sn2,1,1,1,0
LPCAT_EPA_DPA_sn2,1,1,1,1
LPCAT_DHA_DPA_sn2,1,1,1,0
PCD4DS_MYRS_DHA_sn2,1,1,1,0
PCD4DS_PALM_DHA_sn2,1,1,1,0
PCD4DS_HDE_DHA_sn2,1,1,1,1
PCD4DS_STC_DHA_sn2,1,1,1,0
PCD4DS_LNA_DHA_sn2,1,1,1,0
PCD4DS_OLE_DHA_sn2,1,1,1,0
PCD4DS_EPA_DHA_sn2,1,1,1,1
PCD4DS_DHA_DHA_sn2,1,1,1,0
PLDPC_MYRS_MYRS,1,1,1,0
PLDPC_MYRS_PALM,1,1,1,0
PLDPC_MYRS_HDE,1,1,1,0
PLDPC_MYRS_STC,1,1,1,0
PLDPC_MYRS_OLE,1,1,1,0
PLDPC_MYRS_EPA,1,1,1,0
PLDPC_MYRS_DHA,1,1,1,0
PLDPC_PALM_MYRS,1,1,1,0
PLDPC_PALM_PALM,1,1,1,0
PLDPC_PALM_HDE,1,1,1,0
PLDPC_PALM_STC,1,1,1,0
PLDPC_PALM_OLE,1,1,1,0
PLDPC_PALM_EPA,1,1,1,0
PLDPC_PALM_DHA,1,1,1,0
PLDPC_HDE_MYRS,1,1,1,0
PLDPC_HDE_PALM,1,1,1,1
PLDPC_HDE_HDE,1,1,1,1
PLDPC_HDE_STC,1,1,1,1
PLDPC_HDE_OLE,1,1,1,1
PLDPC_HDE_EPA,1,1,1,1
PLDPC_HDE_DHA,1,1,1,1
PLDPC_STC_MYRS,1,1,1,0
PLDPC_STC_PALM,1,1,1,0
PLDPC_STC_HDE,1,1,1,0
PLDPC_STC_STC,1,1,1,0
PLDPC_STC_OLE,1,1,1,0
PLDPC_STC_EPA,1,1,1,0
PLDPC_STC_DHA,1,1,1,0
PLDPC_OLE_MYRS,1,1,1,0
PLDPC_OLE_PALM,1,1,1,0
PLDPC_OLE_HDE,1,1,1,0
PLDPC_OLE_STC,1,1,1,0
PLDPC_OLE_OLE,1,1,1,0
PLDPC_OLE_EPA,1,1,1,0
PLDPC_OLE_DHA,1,1,1,0
PLDPC_EPA_MYRS,1,1,1,0
PLDPC_EPA_PALM,1,1,1,1
PLDPC_EPA_HDE,1,1,1,1
PLDPC_EPA_STC,1,1,1,1
PLDPC_EPA_OLE,1,1,1,1
PLDPC_EPA_EPA,1,1,1,1
PLDPC_EPA_DHA,1,1,1,1
PLDPC_DHA_MYRS,1,1,1,0
PLDPC_DHA_PALM,1,1,1,0
PLDPC_DHA_HDE,1,1,1,0
PLDPC_DHA_STC,1,1,1,0
PLDPC_DHA_OLE,1,1,1,0
PLDPC_DHA_EPA,1,1,1,0
PLDPC_DHA_DHA,1,1,1,0
PLDPC_MYRS_LNA,1,1,1,0
PLDPC_PALM_LNA,1,1,1,0
PLDPC_HDE_LNA,1,1,1,1
PLDPC_STC_LNA,1,1,1,0
PLDPC_LNA_MYRS,1,1,1,0
PLDPC_LNA_PALM,1,1,1,0
PLDPC_LNA_HDE,1,1,1,0
PLDPC_LNA_STC,1,1,1,0
PLDPC_LNA_OLE,1,1,1,0
PLDPC_LNA_LNA,1,1,1,1
PLDPC_OLE_LNA,1,1,1,0
PLDPC_LNA_EPA,1,1,1,0
PLDPC_LNA_DHA,1,1,1,0
PLDPC_EPA_LNA,1,1,1,1
PLDPC_DHA_LNA,1,1,1,0
PLDPC_MYRS_GLNA,1,1,1,0
PLDPC_PALM_GLNA,1,1,1,0
PLDPC_HDE_GLNA,1,1,1,1
PLDPC_STC_GLNA,1,1,1,0
PLDPC_LNA_GLNA,1,1,1,0
PLDPC_OLE_GLNA,1,1,1,0
PLDPC_EPA_GLNA,1,1,1,1
PLDPC_DHA_GLNA,1,1,1,0
PLDPC_MYRS_ALNA,1,1,1,0
PLDPC_PALM_ALNA,1,1,1,0
PLDPC_HDE_ALNA,1,1,1,1
PLDPC_STC_ALNA,1,1,1,0
PLDPC_LNA_ALNA,1,1,1,0
PLDPC_OLE_ALNA,1,1,1,0
PLDPC_EPA_ALNA,1,1,1,1
PLDPC_DHA_ALNA,1,1,1,0
PLDPC_MYRS_ARA,1,1,1,0
PLDPC_PALM_ARA,1,1,1,0
PLDPC_HDE_ARA,1,1,1,1
PLDPC_STC_ARA,1,1,1,0
PLDPC_LNA_ARA,1,1,1,0
PLDPC_OLE_ARA,1,1,1,0
PLDPC_EPA_ARA,1,1,1,1
PLDPC_DHA_ARA,1,1,1,0
PAPA_MYRS_LNA,1,1,1,0
PAPA_PALM_LNA,1,1,1,0
PAPA_HDE_LNA,1,1,1,1
PAPA_STC_LNA,1,1,1,0
PAPA_LNA_MYRS,1,1,1,0
PAPA_LNA_PALM,1,1,1,0
PAPA_LNA_HDE,1,1,1,0
PAPA_LNA_STC,1,1,1,0
PAPA_LNA_OLE,1,1,1,0
PAPA182_9_12,1,1,0,0
PAPA_OLE_LNA,1,1,1,0
PAPA_LNA_EPA,1,1,1,0
PAPA_LNA_DHA,1,1,1,0
PAPA_EPA_LNA,1,1,1,1
PAPA_DHA_LNA,1,1,1,0
PAPA_MYRS_GLNA,1,1,1,0
PAPA_PALM_GLNA,1,1,1,0
PAPA_HDE_GLNA,1,1,1,1
PAPA_STC_GLNA,1,1,1,0
PAPA_LNA_GLNA,1,1,1,0
PAPA_OLE_GLNA,1,1,1,0
PAPA_EPA_GLNA,1,1,1,1
PAPA_DHA_GLNA,1,1,1,0
PAPA_MYRS_ALNA,1,1,1,0
PAPA_PALM_ALNA,1,1,1,0
PAPA_HDE_ALNA,1,1,1,1
PAPA_STC_ALNA,1,1,1,0
PAPA_LNA_ALNA,1,1,1,0
PAPA_OLE_ALNA,1,1,1,0
PAPA_EPA_ALNA,1,1,1,1
PAPA_DHA_ALNA,1,1,1,0
PAPA_MYRS_ARA,1,1,1,0
PAPA_PALM_ARA,1,1,1,0
PAPA_HDE_ARA,1,1,1,1
PAPA_STC_ARA,1,1,1,0
PAPA_LNA_ARA,1,1,1,0
PAPA_OLE_ARA,1,1,1,0
PAPA_EPA_ARA,1,1,1,1
PAPA_DHA_ARA,1,1,1,0
CDPDAGS_PALM_PALM,1,1,1,1
CDPDAGS_PALM_HDE,1,1,1,0
CDPDAGS_PALM_EPA,1,1,1,0
CDPDAGS_HDE_PALM,1,1,1,1
CDPDAGS_HDE_HDE,1,1,1,0
CDPDAGS_HDE_EPA,1,1,1,0
CDPDAGS_EPA_PALM,1,1,1,1
CDPDAGS_EPA_HDE,1,1,1,0
CDPDAGS_EPA_EPA,1,1,1,0
CDPDAGS_PALM_LNA,1,1,1,0
CDPDAGS_HDE_LNA,1,1,1,0
CDPDAGS_LNA_PALM,1,1,1,0
CDPDAGS_LNA_HDE,1,1,1,0
CDPDAGS_LNA_LNA,1,1,1,0
CDPDAGS_LNA_EPA,1,1,1,0
CDPDAGS_EPA_LNA,1,1,1,0
DAGK140,1,1,0,0
DAGK_MYRS_PALM,1,1,1,0
DAGK_MYRS_HDE,1,1,1,0
DAGK_MYRS_STC,1,1,1,0
DAGK_MYRS_OLE,1,1,1,0
DAGK_MYRS_EPA,1,1,1,0
DAGK_MYRS_DHA,1,1,1,0
DAGK_PALM_MYRS,1,1,1,0
DAGK160,1,1,0,0
DAGK_PALM_HDE,1,1,1,0
DAGK_PALM_STC,1,1,1,0
DAGK1601819Z,1,1,0,0
DAGK_PALM_EPA,1,1,1,0
DAGK_PALM_DHA,1,1,1,0
DAGK_HDE_MYRS,1,1,1,0
DAGK_HDE_PALM,1,1,1,1
DAGK161,1,1,0,0
DAGK_HDE_STC,1,1,1,1
DAGK_HDE_OLE,1,1,1,1
DAGK_HDE_EPA,1,1,1,1
DAGK_HDE_DHA,1,1,1,1
DAGK_STC_MYRS,1,1,1,0
DAGK_STC_PALM,1,1,1,0
DAGK_STC_HDE,1,1,1,0
DAGK180,1,1,0,0
DAGK1801819Z,1,1,0,0
DAGK_STC_EPA,1,1,1,0
DAGK_STC_DHA,1,1,1,0
DAGK_OLE_MYRS,1,1,1,0
DAGK_OLE_PALM,1,1,1,1
DAGK_OLE_HDE,1,1,1,1
DAGK_OLE_STC,1,1,1,1
DAGK_OLE_OLE,1,1,1,1
DAGK_OLE_EPA,1,1,1,1
DAGK_OLE_DHA,1,1,1,1
DAGK_EPA_MYRS,1,1,1,0
DAGK_EPA_PALM,1,1,1,1
DAGK_EPA_HDE,1,1,1,1
DAGK_EPA_STC,1,1,1,1
DAGK_EPA_OLE,1,1,1,1
DAGK_EPA_EPA,1,1,1,1
DAGK_EPA_DHA,1,1,1,1
DAGK_DHA_MYRS,1,1,1,0
DAGK_DHA_PALM,1,1,1,1
DAGK_DHA_HDE,1,1,1,1
DAGK_DHA_STC,1,1,1,1
DAGK_DHA_OLE,1,1,1,1
DAGK_DHA_EPA,1,1,1,1
DAGK_DHA_DHA,1,1,1,1
DAGK_MYRS_LNA,1,1,1,0
DAGK_PALM_LNA,1,1,1,0
DAGK_HDE_LNA,1,1,1,1
DAGK_STC_LNA,1,1,1,0
DAGK_LNA_MYRS,1,1,1,0
DAGK_LNA_PALM,1,1,1,0
DAGK_LNA_HDE,1,1,1,0
DAGK_LNA_STC,1,1,1,0
DAGK_LNA_OLE,1,1,1,0
DAGK_LNA_LNA,1,1,1,1
DAGK_OLE_LNA,1,1,1,0
DAGK_LNA_EPA,1,1,1,0
DAGK_LNA_DHA,1,1,1,0
DAGK_EPA_LNA,1,1,1,1
DAGK_DHA_LNA,1,1,1,0
DAGK_MYRS_GLNA,1,1,1,0
DAGK_PALM_GLNA,1,1,1,0
DAGK_HDE_GLNA,1,1,1,1
DAGK_STC_GLNA,1,1,1,0
DAGK_LNA_GLNA,1,1,1,0
DAGK_OLE_GLNA,1,1,1,0
DAGK_EPA_GLNA,1,1,1,1
DAGK_DHA_GLNA,1,1,1,0
DAGK_MYRS_ALNA,1,1,1,0
DAGK_PALM_ALNA,1,1,1,0
DAGK_HDE_ALNA,1,1,1,1
DAGK_STC_ALNA,1,1,1,0
DAGK_LNA_ALNA,1,1,1,0
DAGK_OLE_ALNA,1,1,1,0
DAGK_EPA_ALNA,1,1,1,1
DAGK_DHA_ALNA,1,1,1,0
DAGK_MYRS_ARA,1,1,1,0
DAGK_PALM_ARA,1,1,1,0
DAGK_HDE_ARA,1,1,1,1
DAGK_STC_ARA,1,1,1,0
DAGK_LNA_ARA,1,1,1,0
DAGK_OLE_ARA,1,1,1,0
DAGK_EPA_ARA,1,1,1,1
DAGK_DHA_ARA,1,1,1,0
ETHAPT_MYRS_MYRS,1,1,1,0
ETHAPT_MYRS_PALM,1,1,1,0
ETHAPT_MYRS_HDE,1,1,1,0
ETHAPT_MYRS_STC,1,1,1,0
ETHAPT_MYRS_OLE,1,1,1,0
ETHAPT_MYRS_EPA,1,1,1,0
ETHAPT_MYRS_DHA,1,1,1,0
ETHAPT_PALM_MYRS,1,1,1,0
ETHAPT_PALM_PALM,1,1,1,0
ETHAPT_PALM_HDE,1,1,1,0
ETHAPT_PALM_STC,1,1,1,0
ETHAPT_PALM_OLE,1,1,1,0
ETHAPT_PALM_EPA,1,1,1,0
ETHAPT_PALM_DHA,1,1,1,0
ETHAPT_HDE_MYRS,1,1,1,0
ETHAPT_HDE_PALM,1,1,1,0
ETHAPT_HDE_HDE,1,1,1,0
ETHAPT_HDE_STC,1,1,1,0
ETHAPT_HDE_OLE,1,1,1,0
ETHAPT_HDE_EPA,1,1,1,0
ETHAPT_HDE_DHA,1,1,1,0
ETHAPT_STC_MYRS,1,1,1,0
ETHAPT_STC_PALM,1,1,1,0
ETHAPT_STC_HDE,1,1,1,0
ETHAPT_STC_STC,1,1,1,0
ETHAPT1801819Z,1,1,0,0
ETHAPT_STC_EPA,1,1,1,0
ETHAPT_STC_DHA,1,1,1,0
ETHAPT_OLE_MYRS,1,1,1,0
ETHAPT_OLE_PALM,1,1,1,0
ETHAPT_OLE_HDE,1,1,1,0
ETHAPT_OLE_STC,1,1,1,0
ETHAPT_OLE_OLE,1,1,1,0
ETHAPT_OLE_EPA,1,1,1,0
ETHAPT_OLE_DHA,1,1,1,0
ETHAPT_EPA_MYRS,1,1,1,0
ETHAPT_EPA_PALM,1,1,1,0
ETHAPT_EPA_HDE,1,1,1,0
ETHAPT_EPA_STC,1,1,1,0
ETHAPT_EPA_OLE,1,1,1,0
ETHAPT_EPA_EPA,1,1,1,1
ETHAPT_EPA_DHA,1,1,1,0
ETHAPT_DHA_MYRS,1,1,1,0
ETHAPT_DHA_PALM,1,1,1,0
ETHAPT_DHA_HDE,1,1,1,0
ETHAPT_DHA_STC,1,1,1,0
ETHAPT_DHA_OLE,1,1,1,0
ETHAPT_DHA_EPA,1,1,1,0
ETHAPT_DHA_DHA,1,1,1,0
ETHAPT_MYRS_LNA,1,1,1,0
ETHAPT_PALM_LNA,1,1,1,0
ETHAPT_HDE_LNA,1,1,1,0
ETHAPT_STC_LNA,1,1,1,0
ETHAPT_LNA_MYRS,1,1,1,0
ETHAPT_LNA_PALM,1,1,1,0
ETHAPT_LNA_HDE,1,1,1,0
ETHAPT_LNA_STC,1,1,1,0
ETHAPT_LNA_OLE,1,1,1,0
ETHAPT_LNA_LNA,1,1,1,0
ETHAPT_OLE_LNA,1,1,1,0
ETHAPT_LNA_EPA,1,1,1,0
ETHAPT_LNA_DHA,1,1,1,0
ETHAPT_EPA_LNA,1,1,1,0
ETHAPT_DHA_LNA,1,1,1,0
ETHAPT_MYRS_GLNA,1,1,1,0
ETHAPT_PALM_GLNA,1,1,1,0
ETHAPT_HDE_GLNA,1,1,1,0
ETHAPT_STC_GLNA,1,1,1,0
ETHAPT_LNA_GLNA,1,1,1,0
ETHAPT_OLE_GLNA,1,1,1,0
ETHAPT_EPA_GLNA,1,1,1,0
ETHAPT_DHA_GLNA,1,1,1,0
ETHAPT_MYRS_ALNA,1,1,1,0
ETHAPT_PALM_ALNA,1,1,1,0
ETHAPT_HDE_ALNA,1,1,1,0
ETHAPT_STC_ALNA,1,1,1,0
ETHAPT_LNA_ALNA,1,1,1,0
ETHAPT_OLE_ALNA,1,1,1,0
ETHAPT_EPA_ALNA,1,1,1,0
ETHAPT_DHA_ALNA,1,1,1,0
ETHAPT_MYRS_ARA,1,1,1,0
ETHAPT_PALM_ARA,1,1,1,0
ETHAPT_HDE_ARA,1,1,1,0
ETHAPT_STC_ARA,1,1,1,0
ETHAPT_LNA_ARA,1,1,1,0
ETHAPT_OLE_ARA,1,1,1,0
ETHAPT_EPA_ARA,1,1,1,0
ETHAPT_DHA_ARA,1,1,1,0
CDIPT_PALM_PALM,1,1,1,0
CDIPT_PALM_HDE,1,1,1,0
CDIPT_PALM_EPA,1,1,1,0
CDIPT_HDE_PALM,1,1,1,1
CDIPT_HDE_HDE,1,1,1,0
CDIPT_HDE_EPA,1,1,1,0
CDIPT_EPA_PALM,1,1,1,0
CDIPT_EPA_HDE,1,1,1,0
CDIPT_EPA_EPA,1,1,1,0
CDIPT_PALM_LNA,1,1,1,0
CDIPT_HDE_LNA,1,1,1,0
CDIPT_LNA_PALM,1,1,1,0
CDIPT_LNA_HDE,1,1,1,0
CDIPT_LNA_LNA,1,1,1,0
CDIPT_LNA_EPA,1,1,1,0
CDIPT_EPA_LNA,1,1,1,0
CHLtm,1,1,0,0
CHOLK,1,1,1,1
PCHOLt,1,1,0,1
PIP4K_PALM_PALM,1,1,1,0
PIP4K_PALM_HDE,1,1,1,0
PIP4K_PALM_EPA,1,1,1,0
PIP4K_HDE_PALM,1,1,1,1
PIP4K_HDE_HDE,1,1,1,0
PIP4K_HDE_EPA,1,1,1,0
PIP4K_EPA_PALM,1,1,1,0
PIP4K_EPA_HDE,1,1,1,0
PIP4K_EPA_EPA,1,1,1,0
PIP4K_PALM_LNA,1,1,1,0
PIP4K_HDE_LNA,1,1,1,0
PIP4K_LNA_PALM,1,1,1,0
PIP4K_LNA_HDE,1,1,1,0
PIP4K_LNA_LNA,1,1,1,0
PIP4K_LNA_EPA,1,1,1,0
PIP4K_EPA_LNA,1,1,1,0
PI4P5K_PALM_PALM,1,1,1,0
PI4P5K_PALM_HDE,1,1,1,0
PI4P5K_PALM_EPA,1,1,1,0
PI4P5K_HDE_PALM,1,1,1,1
PI4P5K_HDE_HDE,1,1,1,0
PI4P5K_HDE_EPA,1,1,1,0
PI4P5K_EPA_PALM,1,1,1,0
PI4P5K_EPA_HDE,1,1,1,0
PI4P5K_EPA_EPA,1,1,1,0
PI4P5K_PALM_LNA,1,1,1,0
PI4P5K_HDE_LNA,1,1,1,0
PI4P5K_LNA_PALM,1,1,1,0
PI4P5K_LNA_HDE,1,1,1,0
PI4P5K_LNA_LNA,1,1,1,0
PI4P5K_LNA_EPA,1,1,1,0
PI4P5K_EPA_LNA,1,1,1,0
PIP5P_PALM_PALM,1,1,1,0
PIP5P_PALM_HDE,1,1,1,0
PIP5P_PALM_EPA,1,1,1,0
PIP5P_HDE_PALM,1,1,1,1
PIP5P_HDE_HDE,1,1,1,0
PIP5P_HDE_EPA,1,1,1,0
PIP5P_EPA_PALM,1,1,1,0
PIP5P_EPA_HDE,1,1,1,0
PIP5P_EPA_EPA,1,1,1,0
PIP5P_PALM_LNA,1,1,1,0
PIP5P_HDE_LNA,1,1,1,0
PIP5P_LNA_PALM,1,1,1,0
PIP5P_LNA_HDE,1,1,1,0
PIP5P_LNA_LNA,1,1,1,0
PIP5P_LNA_EPA,1,1,1,0
PIP5P_EPA_LNA,1,1,1,0
PIP3K_PALM_PALM,1,1,1,0
PIP3K_PALM_HDE,1,1,1,0
PIP3K_PALM_EPA,1,1,1,0
PIP3K_HDE_PALM,1,1,1,1
PIP3K_HDE_HDE,1,1,1,0
PIP3K_HDE_EPA,1,1,1,0
PIP3K_EPA_PALM,1,1,1,0
PIP3K_EPA_HDE,1,1,1,0
PIP3K_EPA_EPA,1,1,1,0
PIP3K_PALM_LNA,1,1,1,0
PIP3K_HDE_LNA,1,1,1,0
PIP3K_LNA_PALM,1,1,1,0
PIP3K_LNA_HDE,1,1,1,0
PIP3K_LNA_LNA,1,1,1,0
PIP3K_LNA_EPA,1,1,1,0
PIP3K_EPA_LNA,1,1,1,0
PIP3P_PALM_PALM,1,1,1,0
PIP3P_PALM_HDE,1,1,1,0
PIP3P_PALM_EPA,1,1,1,0
PIP3P_HDE_PALM,1,1,1,1
PIP3P_HDE_HDE,1,1,1,0
PIP3P_HDE_EPA,1,1,1,0
PIP3P_EPA_PALM,1,1,1,0
PIP3P_EPA_HDE,1,1,1,0
PIP3P_EPA_EPA,1,1,1,0
PIP3P_PALM_LNA,1,1,1,0
PIP3P_HDE_LNA,1,1,1,0
PIP3P_LNA_PALM,1,1,1,0
PIP3P_LNA_HDE,1,1,1,0
PIP3P_LNA_LNA,1,1,1,0
PIP3P_LNA_EPA,1,1,1,0
PIP3P_EPA_LNA,1,1,1,0
PIPLC_PALM_PALM,1,0,1,0
PIPLC_PALM_HDE,1,0,1,0
PIPLC_PALM_EPA,1,0,1,0
PIPLC_HDE_PALM,1,0,1,1
PIPLC_HDE_HDE,1,0,1,0
PIPLC_HDE_EPA,1,0,1,0
PIPLC_EPA_PALM,1,0,1,0
PIPLC_EPA_HDE,1,0,1,0
PIPLC_EPA_EPA,1,0,1,0
PIPLC_PALM_LNA,1,0,1,0
PIPLC_HDE_LNA,1,0,1,0
PIPLC_LNA_PALM,1,0,1,0
PIPLC_LNA_HDE,1,0,1,0
PIPLC_LNA_LNA,1,0,1,0
PIPLC_LNA_EPA,1,0,1,0
PIPLC_EPA_LNA,1,0,1,0
IPMK,1,0,1,1
MI13456PK,1,0,0,0
PLDPE_MYRS_MYRS,1,1,1,0
PLDPE_MYRS_PALM,1,1,1,0
PLDPE_MYRS_HDE,1,1,1,0
PLDPE_MYRS_STC,1,1,1,0
PLDPE_MYRS_OLE,1,1,1,0
PLDPE_MYRS_EPA,1,1,1,0
PLDPE_MYRS_DHA,1,1,1,0
PLDPE_PALM_MYRS,1,1,1,0
PLDPE_PALM_PALM,1,1,1,0
PLDPE_PALM_HDE,1,1,1,0
PLDPE_PALM_STC,1,1,1,0
PLDPE_PALM_OLE,1,1,1,0
PLDPE_PALM_EPA,1,1,1,0
PLDPE_PALM_DHA,1,1,1,0
PLDPE_HDE_MYRS,1,1,1,0
PLDPE_HDE_PALM,1,1,1,0
PLDPE_HDE_HDE,1,1,1,0
PLDPE_HDE_STC,1,1,1,0
PLDPE_HDE_OLE,1,1,1,0
PLDPE_HDE_EPA,1,1,1,0
PLDPE_HDE_DHA,1,1,1,0
PLDPE_STC_MYRS,1,1,1,0
PLDPE_STC_PALM,1,1,1,0
PLDPE_STC_HDE,1,1,1,0
PLDPE_STC_STC,1,1,1,0
PLPSD1801819Z,1,1,0,0
PLDPE_STC_EPA,1,1,1,0
PLDPE_STC_DHA,1,1,1,0
PLDPE_OLE_MYRS,1,1,1,0
PLDPE_OLE_PALM,1,1,1,0
PLDPE_OLE_HDE,1,1,1,0
PLDPE_OLE_STC,1,1,1,0
PLDPE_OLE_OLE,1,1,1,0
PLDPE_OLE_EPA,1,1,1,0
PLDPE_OLE_DHA,1,1,1,0
PLDPE_EPA_MYRS,1,1,1,0
PLDPE_EPA_PALM,1,1,1,0
PLDPE_EPA_HDE,1,1,1,0
PLDPE_EPA_STC,1,1,1,0
PLDPE_EPA_OLE,1,1,1,0
PLDPE_EPA_EPA,1,1,1,1
PLDPE_EPA_DHA,1,1,1,0
PLDPE_DHA_MYRS,1,1,1,0
PLDPE_DHA_PALM,1,1,1,0
PLDPE_DHA_HDE,1,1,1,0
PLDPE_DHA_STC,1,1,1,0
PLDPE_DHA_OLE,1,1,1,0
PLDPE_DHA_EPA,1,1,1,0
PLDPE_DHA_DHA,1,1,1,0
PLDPE_MYRS_LNA,1,1,1,0
PLDPE_PALM_LNA,1,1,1,0
PLDPE_HDE_LNA,1,1,1,0
PLDPE_STC_LNA,1,1,1,0
PLDPE_LNA_MYRS,1,1,1,0
PLDPE_LNA_PALM,1,1,1,0
PLDPE_LNA_HDE,1,1,1,0
PLDPE_LNA_STC,1,1,1,0
PLDPE_LNA_OLE,1,1,1,0
PLDPE_LNA_LNA,1,1,1,0
PLDPE_OLE_LNA,1,1,1,0
PLDPE_LNA_EPA,1,1,1,0
PLDPE_LNA_DHA,1,1,1,0
PLDPE_EPA_LNA,1,1,1,0
PLDPE_DHA_LNA,1,1,1,0
PLDPE_MYRS_GLNA,1,1,1,0
PLDPE_PALM_GLNA,1,1,1,0
PLDPE_HDE_GLNA,1,1,1,0
PLDPE_STC_GLNA,1,1,1,0
PLDPE_LNA_GLNA,1,1,1,0
PLDPE_OLE_GLNA,1,1,1,0
PLDPE_EPA_GLNA,1,1,1,0
PLDPE_DHA_GLNA,1,1,1,0
PLDPE_MYRS_ALNA,1,1,1,0
PLDPE_PALM_ALNA,1,1,1,0
PLDPE_HDE_ALNA,1,1,1,0
PLDPE_STC_ALNA,1,1,1,0
PLDPE_LNA_ALNA,1,1,1,0
PLDPE_OLE_ALNA,1,1,1,0
PLDPE_EPA_ALNA,1,1,1,0
PLDPE_DHA_ALNA,1,1,1,0
PLDPE_MYRS_ARA,1,1,1,0
PLDPE_PALM_ARA,1,1,1,0
PLDPE_HDE_ARA,1,1,1,0
PLDPE_STC_ARA,1,1,1,0
PLDPE_LNA_ARA,1,1,1,0
PLDPE_OLE_ARA,1,1,1,0
PLDPE_EPA_ARA,1,1,1,0
PLDPE_DHA_ARA,1,1,1,0
FACOAL204,1,1,0,0
PLA2PC_MYRS_MYRS,1,1,1,0
PLA2PC_MYRS_PALM,1,1,1,0
PLA2PC_MYRS_HDE,1,1,1,0
PLA2PC_MYRS_STC,1,1,1,0
PLA2PC_MYRS_OLE,1,1,1,0
PLA2PC_MYRS_DHA,1,1,1,0
PLA2PC_PALM_MYRS,1,1,1,0
PLA2PC_PALM_PALM,1,1,1,0
PLA2PC_PALM_HDE,1,1,1,0
PLA2PC_PALM_STC,1,1,1,0
PLA2PC_PALM_OLE,1,1,1,0
PLA2PC_PALM_DHA,1,1,1,0
PLA2PC_HDE_MYRS,1,1,1,0
PLA2PC_HDE_PALM,1,1,1,1
PLA2PC_HDE_HDE,1,1,1,1
PLA2PC_HDE_STC,1,1,1,1
PLA2PC_HDE_OLE,1,1,1,1
PLA2PC_HDE_DHA,1,1,1,1
PLA2PC_STC_MYRS,1,1,1,0
PLA2PC_STC_PALM,1,1,1,0
PLA2PC_STC_HDE,1,1,1,0
PLA2PC_STC_STC,1,1,1,0
PLA2PC_STC_OLE,1,1,1,0
PLA2PC_STC_DHA,1,1,1,0
PLA2PC_OLE_MYRS,1,1,1,0
PLA2PC_OLE_PALM,1,1,1,0
PLA2PC_OLE_HDE,1,1,1,0
PLA2PC_OLE_STC,1,1,1,0
PLA2PC_OLE_OLE,1,1,1,0
PLA2PC_OLE_DHA,1,1,1,0
PLA2PC_EPA_MYRS,1,1,1,0
PLA2PC_EPA_PALM,1,1,1,1
PLA2PC_EPA_HDE,1,1,1,1
PLA2PC_EPA_STC,1,1,1,1
PLA2PC_EPA_OLE,1,1,1,1
PLA2PC_EPA_DHA,1,1,1,1
PLA2PC_DHA_MYRS,1,1,1,0
PLA2PC_DHA_PALM,1,1,1,0
PLA2PC_DHA_HDE,1,1,1,0
PLA2PC_DHA_STC,1,1,1,0
PLA2PC_DHA_OLE,1,1,1,0
PLA2PC_DHA_DHA,1,1,1,0
PLA2PC_MYRS_LNA,1,1,1,0
PLA2PC_PALM_LNA,1,1,1,0
PLA2PC_HDE_LNA,1,1,1,1
PLA2PC_STC_LNA,1,1,1,0
PLA2PC_LNA_MYRS,1,1,1,0
PLA2PC_LNA_PALM,1,1,1,0
PLA2PC_LNA_HDE,1,1,1,0
PLA2PC_LNA_STC,1,1,1,0
PLA2PC_LNA_OLE,1,1,1,0
PLA2PC_LNA_LNA,1,1,1,1
PLA2PC_OLE_LNA,1,1,1,0
PLA2PC_LNA_DHA,1,1,1,0
PLA2PC_EPA_LNA,1,1,1,1
PLA2PC_DHA_LNA,1,1,1,0
PLA2PC_MYRS_ALNA,1,1,1,0
PLA2PC_PALM_ALNA,1,1,1,0
PLA2PC_HDE_ALNA,1,1,1,1
PLA2PC_STC_ALNA,1,1,1,0
PLA2PC_LNA_ALNA,1,1,1,0
PLA2PC_OLE_ALNA,1,1,1,0
PLA2PC_EPA_ALNA,1,1,1,1
PLA2PC_DHA_ALNA,1,1,1,0
PLA2PC_MYRS_ARA,1,1,1,0
PLA2PC_PALM_ARA,1,1,1,0
PLA2PC_HDE_ARA,1,1,1,1
PLA2PC_STC_ARA,1,1,1,0
PLA2PC_LNA_ARA,1,1,1,0
PLA2PC_OLE_ARA,1,1,1,0
PLA2PC_EPA_ARA,1,1,1,1
PLA2PC_DHA_ARA,1,1,1,0
PLA2PE_MYRS_MYRS,1,1,1,0
PLA2PE_MYRS_PALM,1,1,1,0
PLA2PE_MYRS_HDE,1,1,1,0
PLA2PE_MYRS_STC,1,1,1,0
PLA2PE_MYRS_OLE,1,1,1,0
PLA2PE_MYRS_EPA,1,1,1,0
PLA2PE_MYRS_DHA,1,1,1,0
PLA2PE_PALM_MYRS,1,1,1,0
PLA2PE_PALM_PALM,1,1,1,0
PLA2PE_PALM_HDE,1,1,1,0
PLA2PE_PALM_STC,1,1,1,0
PLA2PE_PALM_OLE,1,1,1,0
PLA2PE_PALM_EPA,1,1,1,0
PLA2PE_PALM_DHA,1,1,1,0
PLA2PE_HDE_MYRS,1,1,1,0
PLA2PE_HDE_PALM,1,1,1,0
PLA2PE_HDE_HDE,1,1,1,0
PLA2PE_HDE_STC,1,1,1,0
PLA2PE_HDE_OLE,1,1,1,0
